,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Year,AvgCPIUSD,Budget2017,Gross2017,Gross-Budget2017,Action,ActionAdventure,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Romance,Sci-Fi,Sport,Thriller,War,Western
2922,Color,Brad Furman,274.0,118.0,65,638.0,Margarita Levieva,11000.0,57981889,"Crime, Drama, Thriller",Matthew McConaughey,The Lincoln Lawyer ,173848,13943,Frances Fisher,1.0,"defense attorney ,defense lawyer ,lawyer ,plot twist ,prostitute",http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1,203,English,USA,R,40000000,2011,980.0,7.3,2.35,25000,2011,224.94,43250644.62,62693851.88,19443207.27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2923,Color,Chris Miller,246.0,90.0,50,397.0,Constance Marie,4000.0,149234747,"Action, Adventure, Animation, Comedy, Family, Fantasy",Salma Hayek,Puss in Boots ,114287,5046,Amy Sedaris,0.0,"betrayal ,egg ,friend ,goose ,hero",http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,137,English,USA,PG,130000000,2011,442.0,6.7,2.35,16000,2011,224.94,140564595.0,161362475.2,20797880.17,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2924,Color,Jesse Peretz,179.0,90.0,37,1000.0,Adam Scott,11000.0,24809547,"Comedy, Drama",Zooey Deschanel,Our Idiot Brother ,74875,15710,Steve Coogan,1.0,"art model ,farmer ,jail ,nude model ,three sisters",http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,115,English,USA,R,5000000,2011,3000.0,6.4,1.85,11000,2011,224.94,5406330.5770000005,26825722.51,21419391.93,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2925,Color,Nicolas Winding Refn,676.0,100.0,0,228.0,Albert Brooks,33000.0,35054909,"Crime, Drama",Ryan Gosling,Drive ,431578,34337,Russ Tamblyn,0.0,"kissing in an elevator ,mythical hero ,neo noir ,protective male ,silent protagonist",http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,1264,English,USA,R,15000000,2011,745.0,7.8,2.35,81000,2011,224.94,16218991.73,37903685.28,21684693.55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2926,Color,Francis Lawrence,279.0,120.0,508,1000.0,Christoph Waltz,21000.0,58700247,"Drama, Romance",Robert Pattinson,Water for Elephants ,95367,36062,James Frain,1.0,"circus ,circus vargas ,elephant ,fear ,train",http://www.imdb.com/title/tt1067583/?ref_=fn_tt_tt_1,260,English,USA,PG-13,38000000,2011,11000.0,6.9,2.35,33000,2011,224.94,41088112.39,63470588.05,22382475.66,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2927,Color,Will Gluck,238.0,109.0,87,923.0,Justin Timberlake,15000.0,55802754,"Comedy, Romance",Mila Kunis,Friends with Benefits ,270228,20956,Masi Oka,2.0,"blow job ,female rear nudity ,girl in panties ,male objectification ,no panties",http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1,194,English,USA,R,35000000,2011,3000.0,6.6,2.35,41000,2011,224.94,37844314.04,60337627.05,22493313.01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2928,Color,Christian E. Christiansen,138.0,91.0,26,638.0,Danneel Ackles,3000.0,37300107,"Drama, Horror, Thriller",Leighton Meester,The Roommate ,29147,5349,Frances Fisher,1.0,"animal abuse(non graphic) ,cat killer ,college ,dead cat ,death of cat",http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,115,English,USA,PG-13,16000000,2011,1000.0,4.8,2.35,0,2011,224.94,17300257.85,40331341.8,23031083.95,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2929,Color,Duncan Jones,522.0,93.0,0,355.0,Cas Anvar,15000.0,54696902,"Mystery, Sci-Fi, Thriller",Jake Gyllenhaal,Source Code ,379462,16034,Russell Peters,3.0,"bomber ,time ,time loop ,train ,trapped in a time loop",http://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1,571,English,USA,PG-13,32000000,2011,491.0,7.5,1.85,56000,2011,224.94,34600515.69,59141906.75,24541391.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2930,Color,Dennis Dugan,204.0,117.0,221,503.0,Bailee Madison,11000.0,103028109,"Comedy, Romance",Adam Sandler,Just Go with It ,172878,16325,Kevin Nealon,1.0,"chick flick ,hawaii ,love ,plastic surgeon ,woman wearing a string bikini",http://www.imdb.com/title/tt1564367/?ref_=fn_tt_tt_1,203,English,USA,PG-13,80000000,2011,3000.0,6.4,1.85,19000,2011,224.94,86501289.23,111400803.2,24899513.96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2931,Color,Bennett Miller,419.0,133.0,152,11000.0,Robin Wright,22000.0,75605492,"Biography, Drama, Sport",Philip Seymour Hoffman,Moneyball ,283563,53094,Brad Pitt,1.0,"baseball ,meeting ,statistics ,strategy ,voice over",http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1,312,English,USA,PG-13,50000000,2011,18000.0,7.6,1.85,27000,2011,224.94,54063305.77,81749656.64,27686350.87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2932,Color,Sean McNamara,110.0,106.0,80,723.0,Chris Brochu,2000.0,43853424,"Biography, Drama, Family, Sport",Dennis Quaid,Soul Surfer ,35514,5024,Craig T. Nelson,1.0,"christian ,christian film ,shark ,surfer ,surfing",http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,114,English,USA,PG,18000000,2011,795.0,7.1,2.35,15000,2011,224.94,19462790.08,47417221.42,27954431.34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2933,Color,Joe Carnahan,408.0,117.0,248,726.0,Frank Grillo,14000.0,51533608,"Action, Adventure, Drama, Thriller",Liam Neeson,The Grey ,203111,16606,James Badge Dale,1.0,"alaska ,leadership ,snow ,survival ,wilderness",http://www.imdb.com/title/tt1601913/?ref_=fn_tt_tt_1,755,English,USA,R,25000000,2011,798.0,6.8,2.35,32000,2011,224.94,27031652.89,55721544.14,28689891.25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2934,Color,Jonathan Levine,327.0,100.0,129,3000.0,Anna Kendrick,23000.0,34963967,"Comedy, Drama, Romance",Joseph Gordon-Levitt,50/50 ,270441,39807,Bryce Dallas Howard,2.0,"best friend ,cancer ,survival rate ,therapist ,vomiting",http://www.imdb.com/title/tt1306980/?ref_=fn_tt_tt_1,378,English,USA,R,8000000,2011,10000.0,7.7,1.85,40000,2011,224.94,8650128.923,37805352.78,29155223.85,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2935,Color,George Clooney,421.0,101.0,0,1000.0,Philip Seymour Hoffman,33000.0,40962534,Drama,Ryan Gosling,The Ides of March ,188652,57077,Jennifer Ehle,1.0,"governor ,intern ,manager ,ohio ,politics",http://www.imdb.com/title/tt1124035/?ref_=fn_tt_tt_1,288,English,USA,R,12500000,2011,22000.0,7.1,2.35,22000,2011,224.94,13515826.44,44291400.02,30775573.57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2936, Black and White,Michel Hazanavicius,576.0,100.0,405,628.0,Ed Lauter,996.0,44667095,"Comedy, Drama, Romance",B?r?nice Bejo,The Artist ,190030,4606,Beth Grant,0.0,"1920s ,jack russell terrier ,modern silent movie ,movie star ,movie studio",http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,583,English,France,PG-13,15000000,2011,897.0,8.0,1.33,30000,2011,224.94,16218991.73,48297016.3,32078024.57,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2937,Color,Salim Akil,52.0,112.0,70,826.0,Loretta Devine,1000.0,37295394,"Comedy, Drama",Gary Dourdan,Jumping the Broom ,7973,5959,Laz Alonso,8.0,"martha's vineyard ,mother ,older woman younger man relationship ,wedding ,weekend",http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1,59,English,USA,PG-13,6600000,2011,912.0,5.7,1.85,0,2011,224.94,7136356.362000001,40326245.79,33189889.43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2938,Color,Kenneth Branagh,516.0,115.0,0,12000.0,Natalie Portman,26000.0,181015141,"Action, Adventure, Fantasy",Chris Hemsworth,Thor ,536314,60059,Anthony Hopkins,1.0,"battle ,marvel cinematic universe ,scientist ,thor ,throne",http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,738,English,USA,PG-13,150000000,2011,20000.0,7.0,2.35,63000,2011,224.94,162189917.3,195725538.3,33535621.03,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2939,Color,Jaume Collet-Serra,349.0,113.0,174,767.0,Frank Langella,14000.0,61094903,"Action, Mystery, Thriller",Liam Neeson,Unknown ,210548,17151,Aidan Quinn,3.0,"agriculture ,airport ,amnesia ,nurse ,scientist",http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,332,English,UK,PG-13,30000000,2011,902.0,6.9,2.35,29000,2011,224.94,32437983.46,66059848.44,33621864.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2940,Color,David Bowers,103.0,99.0,42,557.0,Rachael Harris,975.0,52691009,"Comedy, Family",Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules ,18727,3567,Fran Kranz,2.0,"brother ,middle school ,no opening credits ,photograph ,school",http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,45,English,USA,PG,21000000,2011,569.0,6.6,2.35,0,2011,224.94,22706588.42,56973002.62,34266414.19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2941,Color,Alex Kendrick,34.0,129.0,589,341.0,Alex Kendrick,690.0,34522221,Drama,Ben Davies,Courageous ,15401,2300,T.C. Stallings,7.0,"faith ,fatherhood ,integrity ,police ,responsibility",http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,175,English,USA,PG-13,2000000,2011,589.0,7.0,2.35,10000,2011,224.94,2162532.231,37327707.8,35165175.57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2942,Color,Raja Gosnell,172.0,103.0,67,111.0,Tim Gunn,383.0,142614158,"Adventure, Animation, Comedy, Family, Fantasy",Mahadeo Shivraj,The Smurfs ,66593,692,Madison McKinley,3.0,"blue ,new york ,new york city ,no opening credits ,smurf",http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,153,English,USA,PG,110000000,2011,113.0,5.5,1.78,31000,2011,224.94,118939272.7,154203856.6,35264583.93,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2943,Color,Glenn Ficarra,310.0,118.0,43,7000.0,Emma Stone,33000.0,84244877,"Comedy, Drama, Romance",Ryan Gosling,"Crazy, Stupid, Love. ",375456,57426,Steve Carell,7.0,"bar ,divorce ,friend ,girl ,male objectification",http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1,292,English,USA,PG-13,50000000,2011,15000.0,7.4,2.39,44000,2011,224.94,54063305.77,91091130.9,37027825.13,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2944,Color,Charles Martin Smith,131.0,113.0,188,631.0,Michael Roark,11000.0,72279690,"Drama, Family",Morgan Freeman,Dolphin Tale ,17948,14209,Harry Connick Jr.,5.0,"boy ,dolphin ,prosthetics ,tail ,trap",http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,86,English,USA,PG,37000000,2011,680.0,6.9,1.85,0,2011,224.94,40006846.27,78153579.63,38146733.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2945,Color,John Madden,264.0,124.0,108,186.0,Penelope Wilton,1000.0,46377022,"Comedy, Drama",Tom Wilkinson,The Best Exotic Marigold Hotel ,75306,1898,Celia Imrie,3.0,"hotel ,india ,marigold ,retiree ,retirement",http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,266,English,UK,PG-13,10000000,2011,400.0,7.3,2.35,48000,2011,224.94,10812661.15,50145902.42,39333241.27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2946,Color,Joe Johnston,510.0,124.0,394,2000.0,Dominic Cooper,11000.0,176636816,"Action, Adventure, Sci-Fi",Chris Evans,Captain America: The First Avenger ,508818,19761,Hayley Atwell,0.0,"arctic ,captain america ,scientist ,tesseract ,war bond",http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,679,English,USA,PG-13,140000000,2011,3000.0,6.9,2.35,46000,2011,224.94,151377256.2,190991403.9,39614147.72,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2947,Color,Woody Allen,487.0,94.0,11000,183.0,Audrey Fleurot,617.0,56816662,"Comedy, Fantasy, Romance",Kurt Fuller,Midnight in Paris ,301149,1289,Nina Arianda,1.0,"1920s ,golden age ,midnight ,paris france ,time travel romance",http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,509,English,Spain,PG-13,17000000,2011,204.0,7.7,1.85,78000,2011,224.94,18381523.96,61433931.41,43052407.45,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2948,Color,James Bobin,398.0,103.0,33,84.0,Eric Jacobson,970.0,88625922,"Adventure, Comedy, Family, Musical",Bill Cobbs,The Muppets ,75176,1336,Steve Whitmire,3.0,"bel air california ,book ,friends who live together ,the muppets ,tribute band",http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,252,English,USA,PG,45000000,2011,91.0,7.1,1.85,26000,2011,224.94,48656975.19,95828206.41,47171231.21,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2949,Color,Tim Hill,156.0,95.0,25,439.0,Elizabeth Perkins,989.0,108012170,"Adventure, Animation, Comedy, Family, Fantasy",Gary Cole,Hop ,24089,2558,Chelsea Handler,0.0,"drummer ,easter ,easter bunny ,piaggio vespa gtv 250 ,slacker",http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,82,English,USA,PG,63000000,2011,664.0,5.5,1.85,0,2011,224.94,68119765.27,116789899.5,48670134.2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2950,Color,Ivan Reitman,245.0,108.0,425,766.0,Greta Gerwig,20000.0,70625986,"Comedy, Romance",Natalie Portman,No Strings Attached ,168717,22739,Mindy Kaling,1.0,"ex girlfriend ,funeral ,hospital ,male objectification ,summer camp",http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,178,English,USA,R,25000000,2011,962.0,6.2,2.35,24000,2011,224.94,27031652.89,76365485.53,49333832.64,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2951,Color,Carlos Saldanha,240.0,96.0,107,350.0,Wanda Sykes,11000.0,143618384,"Adventure, Animation, Comedy, Family, Musical",Anne Hathaway,Rio ,165333,12071,Will.i.am,0.0,"bird ,brazilian ,cockatoo ,macaw ,minnesota",http://www.imdb.com/title/tt1436562/?ref_=fn_tt_tt_1,186,English,USA,G,90000000,2011,560.0,7.0,2.35,19000,2011,224.94,97313950.39,155289692.2,57975741.78,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2952,Color,Mike Mitchell,91.0,87.0,31,733.0,Jesse McCartney,1000.0,133103929,"Adventure, Animation, Comedy, Family, Fantasy, Music",Amy Poehler,Alvin and the Chipmunks: Chipwrecked ,22838,4073,Lauren Gottlieb,0.0,"chipmunk ,cruise ship ,football ball ,overboard ,tennis ball",http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1,56,English,USA,G,75000000,2011,1000.0,4.4,1.85,0,2011,224.94,81094958.66,143920768.3,62825809.6,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2953,Color,Jon M. Chu,84.0,115.0,209,41.0,Sean Kingston,569.0,73000942,"Documentary, Music",Usher Raymond,Justin Bieber: Never Say Never ,74351,714,Boys II Men,1.0,"boyhood friend ,manager ,plasma tv ,prodigy ,star",http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,233,English,USA,G,13000000,2011,69.0,1.6,1.85,62000,2011,224.94,14056459.5,78933444.98,64876985.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2954,Color,Guy Ritchie,382.0,129.0,0,154.0,Eddie Marsan,21000.0,186830669,"Action, Adventure, Crime, Mystery, Thriller",Robert Downey Jr.,Sherlock Holmes: A Game of Shadows ,338635,22403,Paul Anderson,2.0,"factory ,gypsy ,investigation ,sherlock holmes ,train",http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1,412,English,USA,PG-13,125000000,2011,979.0,7.5,2.35,39000,2011,224.94,135158264.4,202013671.7,66855407.28,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2955,Color,Alexander Payne,549.0,115.0,729,552.0,Nick Krause,8000.0,82624961,"Comedy, Drama",Shailene Woodley,The Descendants ,205284,9578,Beau Bridges,0.0,"boating accident ,daughters ,father daughter relationship ,hospital ,marriage",http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,439,English,USA,R,20000000,2011,727.0,7.3,2.35,22000,2011,224.94,21625322.31,89339570.62,67714248.31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2956,Color,Brad Bird,432.0,133.0,663,690.0,Jeremy Renner,10000.0,209364921,"Action, Adventure, Thriller",Tom Cruise,Mission: Impossible - Ghost Protocol ,365104,21768,Michael Nyqvist,3.0,"dubai ,kremlin ,race against time ,russian ,terrorist",http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,512,English,USA,PG-13,145000000,2011,10000.0,7.4,2.35,35000,2011,224.94,156783586.7,226379194.8,69595608.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2957,Color,J.J. Abrams,539.0,112.0,14000,417.0,AJ Michalka,1000.0,126975169,"Mystery, Sci-Fi, Thriller",Joel Courtney,Super 8 ,287822,3388,Zach Mills,0.0,"deputy ,group of friends ,time ,train ,train crash",http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,849,English,USA,PG-13,50000000,2011,560.0,7.1,2.35,37000,2011,224.94,54063305.77,137293947.7,83230641.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2958,Color,Jake Kasdan,286.0,97.0,52,384.0,John Michael Higgins,3000.0,100292856,Comedy,Justin Timberlake,Bad Teacher ,160418,5547,Phyllis Smith,0.0,"boob job ,breast enlargement ,breast surgery ,cheating on a test ,ejaculation",http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,296,English,USA,R,20000000,2011,957.0,5.7,1.85,16000,2011,224.94,21625322.31,108443266.8,86817944.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,Color,Seth Gordon,340.0,106.0,91,64.0,Lindsay Sloane,18000.0,117528646,"Comedy, Crime",Kevin Spacey,Horrible Bosses ,353442,18669,Reginald Ballard,5.0,"black comedy ,boss ,chemical company ,dental assistant ,murder",http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1,387,English,USA,R,35000000,2011,464.0,6.9,2.35,31000,2011,224.94,37844314.04,127079742.5,89235428.47,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,Color,Rupert Wyatt,529.0,105.0,81,779.0,David Oyelowo,11000.0,176740650,"Action, Drama, Sci-Fi, Thriller",James Franco,Rise of the Planet of the Apes ,403836,13118,Tyler Labine,0.0,"alzheimer's disease ,ape ,chimpanzee ,fire ,when animals attack",http://www.imdb.com/title/tt1318514/?ref_=fn_tt_tt_1,646,English,USA,PG-13,93000000,2011,1000.0,7.6,2.35,47000,2011,224.94,100557748.7,191103676.1,90545927.33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2961,Color,Justin Lin,342.0,132.0,681,12000.0,Vin Diesel,23000.0,209805005,"Action, Crime, Thriller",Paul Walker,Fast Five ,284792,55345,Dwayne Johnson,3.0,"drug lord ,drugs ,federal agent ,heist ,police",http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,366,English,USA,PG-13,125000000,2011,14000.0,7.3,2.35,54000,2011,224.94,135158264.4,226855042.7,91696778.32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2962,Color,Henry Joost,251.0,94.0,24,434.0,Sprague Grayden,581.0,104007828,Horror,Johanna Braddy,Paranormal Activity 3 ,76828,2371,Christopher Nicholas Smith,0.0,"animate object ,imaginary friend ,reference to macgyver ,whispering ,woman wearing only a man's shirt",http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,314,English,USA,R,5000000,2011,438.0,5.8,1.85,24000,2011,224.94,5406330.5770000005,112460140.2,107053809.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2963,Color,Paul Feig,371.0,131.0,176,460.0,Wendi McLendon-Covey,722.0,169076745,"Comedy, Romance",Matt Lucas,Bridesmaids ,218711,3229,Steve Bannos,6.0,"best friend ,failure ,food ,job ,partial female nudity",http://www.imdb.com/title/tt1478338/?ref_=fn_tt_tt_1,485,English,USA,R,32500000,2011,655.0,6.8,2.35,27000,2011,224.94,35141148.75,182816955.3,147675806.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2964,Color,Tate Taylor,373.0,146.0,150,2000.0,Bryce Dallas Howard,15000.0,169705587,Drama,Emma Stone,The Help ,318955,23227,Mike Vogel,2.0,"black servant ,chocolate pie ,jackson mississippi ,maid ,writing a novel",http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,460,English,USA,PG-13,25000000,2011,3000.0,8.1,1.85,75000,2011,224.94,27031652.89,183496900.8,156465247.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2965,Color,Michael Bay,428.0,154.0,0,581.0,Lester Speight,894.0,352358779,"Action, Adventure, Sci-Fi",Glenn Morshower,Transformers: Dark of the Moon ,326180,2593,Kevin Dunn,2.0,"autobot ,decepticon ,job interview ,moon ,spacecraft",http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1,899,English,USA,PG-13,195000000,2011,829.0,6.3,2.35,46000,2011,224.94,210846892.5,380993608.2,170146715.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2966,Color,Todd Phillips,383.0,102.0,480,461.0,Mason Lee,14000.0,254455986,Comedy,Bradley Cooper,The Hangover Part II ,375879,16143,Mike Tyson,0.0,"hotel ,male frontal nudity ,pubic hair ,thailand ,wedding",http://www.imdb.com/title/tt1411697/?ref_=fn_tt_tt_1,402,English,USA,R,80000000,2011,670.0,6.5,2.35,56000,2011,224.94,86501289.23,275134635.5,188633346.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,Color,Andrew Stanton,462.0,132.0,475,530.0,Samantha Morton,640.0,73058679,"Action, Adventure, Sci-Fi",Daryl Sabara,John Carter ,212204,1873,Polly Walker,1.0,"alien ,american civil war ,male nipple ,mars ,princess",http://www.imdb.com/title/tt0401729/?ref_=fn_tt_tt_1,738,English,USA,PG-13,263700000,2012,632.0,6.6,2.35,24000,2012,229.59,279354998.0,77395931.47,-201959066.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2968,Color,Peter Berg,377.0,131.0,532,627.0,Alexander Skarsg??rd,14000.0,65173160,"Action, Adventure, Sci-Fi, Thriller",Liam Neeson,Battleship ,202382,26679,Tadanobu Asano,0.0,"box office flop ,hawaii ,naval ,oahu hawaii ,ship",http://www.imdb.com/title/tt1440129/?ref_=fn_tt_tt_1,751,English,USA,PG-13,209000000,2012,10000.0,5.9,2.35,44000,2012,229.59,221407639.7,69042275.25,-152365364.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2969,Color,Tom Tykwer,511.0,172.0,670,1000.0,Jim Sturgess,15000.0,27098580,"Drama, Sci-Fi",Tom Hanks,Cloud Atlas ,284825,22686,Jim Broadbent,5.0,"composer ,future ,letter ,nonlinear timeline ,nursing home",http://www.imdb.com/title/tt1371111/?ref_=fn_tt_tt_1,828,English,Germany,R,102000000,2012,5000.0,7.5,2.35,124000,2012,229.59,108055403.1,28707333.19,-79348069.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2970,Color,Jonathan Liebesman,310.0,99.0,473,502.0,Edgar Ram?_rez,14000.0,83640426,"Action, Adventure, Fantasy",Liam Neeson,Wrath of the Titans ,152826,16184,Lily James,0.0,"ares ,hades ,titan ,underworld ,zeus",http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,253,English,USA,PG-13,150000000,2012,897.0,5.8,1.85,19000,2012,229.59,158905004.6,88605881.84,-70299122.73,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2971,Color,Barry Sonnenfeld,451.0,106.0,188,718.0,Michael Stuhlbarg,10000.0,179020854,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Will Smith,Men in Black 3 ,268154,12572,Nicole Scherzinger,1.0,"alien ,criminal ,m.i.b. ,maximum security prison ,prison",http://www.imdb.com/title/tt1409024/?ref_=fn_tt_tt_1,341,English,USA,PG-13,225000000,2012,816.0,6.8,1.85,40000,2012,229.59,238357506.9,189648730.8,-48708776.04,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2972,Color,Walter Hill,279.0,92.0,394,565.0,Jason Momoa,13000.0,9483821,"Action, Thriller",Sylvester Stallone,Bullet to the Head ,39247,25418,Jon Seda,3.0,"bar ,bullet ,corruption ,detective ,lawyer",http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1,131,English,USA,R,55000000,2012,11000.0,5.7,1.85,10000,2012,229.59,58265168.34,10046844.13,-48218324.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2973,Color,Peter Ramsey,256.0,97.0,52,161.0,Kamil McFadden,20000.0,103400692,"Adventure, Animation, Family, Fantasy",Hugh Jackman,Rise of the Guardians ,123553,20645,Khamani Griffin,0.0,"belief ,box office hit ,children ,new york city ,tooth",http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,174,English,USA,PG,145000000,2012,315.0,7.3,1.85,25000,2012,229.59,153608171.1,109539249.6,-44068921.52,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2974,Color,Adam Shankman,360.0,136.0,163,66.0,Shane Hartline,394.0,38509342,"Comedy, Drama, Musical, Romance",James Martin Kelly,Rock of Ages ,61995,712,Celina Beach,7.0,"concert ,love ,music industry ,panties ,pole dancer",http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,356,English,USA,PG-13,75000000,2012,217.0,5.9,2.35,33000,2012,229.59,79452502.29,40795514.44,-38656987.84,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
